service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
stow,Organize software neatly under a single directory tree (e.g. /usr/local),https://www.gnu.org/software/stow/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
stp,"Simple Theorem Prover, an efficient SMT solver for bitvectors",https://stp.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-systems-build-automation-lint,skills/generated/shards/nexus-09/b09-systems-build-automation-lint/SKILL.md
strace,"Diagnostic, instructional, and debugging tool for the Linux kernel",https://strace.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-language-runtime-linting-cloud,skills/generated/shards/nexus-06/b06-language-runtime-linting-cloud/SKILL.md
streamlink,CLI for extracting streams from various websites to a video player,https://streamlink.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,media-graphics-and-document-tools,skills/generated/shards/nexus-02/media-graphics-and-document-tools/SKILL.md
stress-ng,Stress test a computer system in various selectable ways,https://wiki.ubuntu.com/Kernel/Reference/stress-ng,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,observability-and-performance,skills/generated/shards/nexus-02/observability-and-performance/SKILL.md
strongswan,VPN based on IPsec,https://www.strongswan.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
stunnel,SSL tunneling program,https://www.stunnel.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
stuntman,Implementation of the STUN protocol,https://www.stunprotocol.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
stylelint,Modern CSS linter,https://stylelint.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-git-code-review-release,skills/generated/shards/nexus-04/b04-git-code-review-release/SKILL.md
stylua,Opinionated Lua code formatter,https://github.com/JohnnyMorganz/StyLua,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,javascript-web-and-node-tooling,skills/generated/shards/nexus-02/javascript-web-and-node-tooling/SKILL.md
subliminal,Library to search and download subtitles,https://subliminal.readthedocs.io,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-editor-agent-network-subtitle-pdf,skills/generated/shards/nexus-06/b06-editor-agent-network-subtitle-pdf/SKILL.md
subnetcalc,IPv4/IPv6 subnet calculator,https://www.nntb.no/~dreibh/subnetcalc/index.html,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-gitops-k8s-data,skills/generated/shards/nexus-07/b07-gitops-k8s-data/SKILL.md
suite-sparse,Suite of Sparse Matrix Software,https://people.engr.tamu.edu/davis/suitesparse.html,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,c-cpp-systems-and-build,skills/generated/shards/nexus-02/c-cpp-systems-and-build/SKILL.md
supabase,Open source Firebase alternative,https://supabase.com/docs/reference/cli/about,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,cloud-and-platform-clis,skills/generated/shards/nexus-02/cloud-and-platform-clis/SKILL.md
supabase-mcp-server,MCP Server for Supabase,https://supabase.com/docs/guides/getting-started/mcp,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-parallel-qt-supabase-database,skills/generated/shards/nexus-09/b09-parallel-qt-supabase-database/SKILL.md
superfile,Modern and pretty fancy file manager for the terminal,https://superfile.netlify.app/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
superhtml,HTML Language Server & Templating Language Library,https://github.com/kristoff-it/superhtml,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-editor-agent-network-subtitle-pdf,skills/generated/shards/nexus-06/b06-editor-agent-network-subtitle-pdf/SKILL.md
superlu,"Solve large, sparse nonsymmetric systems of equations",https://portal.nersc.gov/project/sparse/superlu/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-media-k8s-encryption-web,skills/generated/shards/nexus-10/b10-media-k8s-encryption-web/SKILL.md
superseedr,BitTorrent Client in your Terminal,https://github.com/Jagalite/superseedr,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-terminal-java-media-forensics,skills/generated/shards/nexus-10/b10-terminal-java-media-forensics/SKILL.md
supertux,Classic 2D jump'n run sidescroller game,https://www.supertux.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-bio-shell-devops-audio,skills/generated/shards/nexus-08/b08-bio-shell-devops-audio/SKILL.md
surfer,"Waveform viewer, supporting VCD, FST, or GHW format",https://surfer-project.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-web-data-mail-security,skills/generated/shards/nexus-08/b08-web-data-mail-security/SKILL.md
svtplay-dl,Download videos from https://www.svtplay.se/,https://svtplay-dl.se/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-media-image-audio-video,skills/generated/shards/nexus-04/b04-media-image-audio-video/SKILL.md
swag,Automatically generate RESTful API documentation with Swagger 2.0 for Go,https://github.com/swaggo/swag,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-site-docs-security-kafka,skills/generated/shards/nexus-10/b10-site-docs-security-kafka/SKILL.md
swagger-codegen,"Generate clients, server stubs, and docs from an OpenAPI spec",https://swagger.io/tools/swagger-codegen/,"HTTPS/REST, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,javascript-web-and-node-tooling,skills/generated/shards/nexus-02/javascript-web-and-node-tooling/SKILL.md
swagger-codegen@2,"Generate clients, server stubs, and docs from an OpenAPI spec",https://swagger.io/tools/swagger-codegen/,"HTTPS/REST, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b09-benchmark-messaging-containers-crypto,skills/generated/shards/nexus-09/b09-benchmark-messaging-containers-crypto/SKILL.md
swaks,SMTP command-line test tool,https://www.jetmore.org/john/code/swaks/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-docs-content-publishing,skills/generated/shards/nexus-04/b04-docs-content-publishing/SKILL.md
swc,Super-fast Rust-based JavaScript/TypeScript compiler,https://swc.rs,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-security-monitoring-devtools,skills/generated/shards/nexus-07/b07-security-monitoring-devtools/SKILL.md
swift-format,Formatting technology for Swift source code,https://github.com/swiftlang/swift-format,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,mobile-and-embedded-devices,skills/generated/shards/nexus-02/mobile-and-embedded-devices/SKILL.md
swift-outdated,Check for outdated Swift package manager dependencies,https://github.com/kiliankoe/swift-outdated,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-data-protocol-db-runtime,skills/generated/shards/nexus-07/b07-data-protocol-db-runtime/SKILL.md
swift-protobuf,Plugin and runtime library for using protobuf with Swift,https://github.com/apple/swift-protobuf,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,c-cpp-systems-and-build,skills/generated/shards/nexus-02/c-cpp-systems-and-build/SKILL.md
swiftdraw,"Convert SVG into PDF, PNG, JPEG or SF Symbol",https://github.com/swhitty/SwiftDraw,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-stream-build-deploy,skills/generated/shards/nexus-10/b10-stream-build-deploy/SKILL.md
swiftly,Swift toolchain installer and manager,https://github.com/swiftlang/swiftly,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-shell-systems-compression-media,skills/generated/shards/nexus-06/b06-shell-systems-compression-media/SKILL.md
swtpm,Software TPM Emulator based on libtpms,https://github.com/stefanberger/swtpm,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
syft,CLI for generating a Software Bill of Materials from container images,https://github.com/anchore/syft,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
sylpheed,"Simple, lightweight email-client",https://sylpheed.sraoss.jp/en/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-zig-recon-dns-markdown,skills/generated/shards/nexus-09/b09-zig-recon-dns-markdown/SKILL.md
symengine,Fast symbolic manipulation library written in C++,https://www.sympy.org/en/index.html,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-emulation-math-qt-dataflow,skills/generated/shards/nexus-09/b09-emulation-math-qt-dataflow/SKILL.md
synergy-core,"Synergy, the keyboard and mouse sharing tool",https://symless.com/synergy,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-analytics-security-genomics,skills/generated/shards/nexus-08/b08-analytics-security-genomics/SKILL.md
synfig,Command-line renderer,https://www.synfig.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-emulation-k8s-api-gateway-build,skills/generated/shards/nexus-06/b06-emulation-k8s-api-gateway-build/SKILL.md
sysaidmin,GPT-powered sysadmin,https://github.com/skorokithakis/sysaidmin,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-media-k8s-encryption-web,skills/generated/shards/nexus-10/b10-media-k8s-encryption-web/SKILL.md
sysbench,System performance benchmark tool,https://github.com/akopytov/sysbench,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
sysdig,System-level exploration and troubleshooting tool,https://sysdig.com/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
systemc,Core SystemC language and examples,https://systemc.org/overview/systemc/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-shell-systems-compression-media,skills/generated/shards/nexus-06/b06-shell-systems-compression-media/SKILL.md
systemd,System and service manager,https://systemd.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
t-rec,Blazingly fast terminal recorder that generates animated gif images for the web,https://github.com/sassman/t-rec-rs,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-db-k8s-firmware-observability,skills/generated/shards/nexus-07/b07-db-k8s-firmware-observability/SKILL.md
ta-lib,Tools for market analysis,https://ta-lib.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,runtime-managers-and-languages,skills/generated/shards/nexus-02/runtime-managers-and-languages/SKILL.md
tabulate,Table Maker for Modern C++,https://github.com/p-ranav/tabulate,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-java-graphql-monitoring,skills/generated/shards/nexus-10/b10-java-graphql-monitoring/SKILL.md
tag,Manipulate and query tags on macOS files,https://github.com/jdberry/tag/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
taglib,Audio metadata library,https://taglib.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
